run,generation_line,generation,rule_id,status,matched_previous_rule_id,similarity,category,rule_text,previous_rule_text
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,17,01149,mutated,01141,0.978,Self Preservation,"Eat bread until full if health <15 or just took damage, and all zombies/skeletons >4 blocks.","Eat bread until full if health <15 or just took damage, and all zombies/skeletons >3.5 blocks."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,17,01150,mutated,01142,0.988,Communication|Self Preservation,"If health <10, message ""HP low!"" to teammates.","If health <10, message ""HP low!"" to teammate."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,17,01151,persisted,01143,1.0,Communication,"If teammate messages ""HP low!"", melee closest zombie or skeleton to protect.","If teammate messages ""HP low!"", melee closest zombie or skeleton to protect."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,17,01152,persisted,01144,1.0,Communication|Self Preservation,"If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"", attack that ID.","If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"", attack that ID."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,17,01153,new,,,Mutualism,"If receive ""Focus [ID]"", attack that ID if in melee or bow range.",
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,17,01154,mutated,01145,0.883,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: If hp >10 and zombies/skeletons 4-6 blocks, bow attack closest to kite.","Test: if hp <12 and zombies/skeletons 4-6 blocks, bow attack to kite back."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,17,01155,new,,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,"Test: If hp <10, all mobs >5 blocks, and teammate alive, move_to_coordinate x=0 z=0 to regroup.",
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01156,persisted,01146,1.0,Self Preservation,Equip stone sword in hand and leather tunic to torso immediately upon pickup.,Equip stone sword in hand and leather tunic to torso immediately upon pickup.
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01157,mutated,01147,0.981,Self Preservation,Melee attack closest zombie or skeleton if <=4.5 blocks.,Melee attack closest zombie or skeleton if <=4 blocks.
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01158,mutated,01148,0.991,Self Preservation,"Bow attack closest zombie or skeleton if arrows >3, no zombies/skeletons <=3.5 blocks, and closest <=8 blocks.","Bow attack closest zombie or skeleton if arrows >3, no zombies/skeletons <=3.5 blocks, and closest <=7 blocks."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01159,mutated,01149,0.978,Self Preservation,"Eat bread until full if health <12 or just took damage, and all zombies/skeletons >5 blocks.","Eat bread until full if health <15 or just took damage, and all zombies/skeletons >4 blocks."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01160,mutated,01150,0.804,Communication|Self Preservation,"If health <10 and teammates alive, message ""HP low!"" to teammates.","If health <10, message ""HP low!"" to teammates."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01161,persisted,01151,1.0,Communication,"If teammate messages ""HP low!"", melee closest zombie or skeleton to protect.","If teammate messages ""HP low!"", melee closest zombie or skeleton to protect."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01162,mutated,01152,0.917,Communication|Self Preservation,"If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"" to teammates, attack that ID.","If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"", attack that ID."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01163,persisted,01153,1.0,Mutualism,"If receive ""Focus [ID]"", attack that ID if in melee or bow range.","If receive ""Focus [ID]"", attack that ID if in melee or bow range."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01164,mutated,01155,0.613,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: After killing wave and hp >10, move_to_coordinate x=0 z=0 to center and regroup.","Test: If hp <10, all mobs >5 blocks, and teammate alive, move_to_coordinate x=0 z=0 to regroup."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,18,01165,mutated,01154,0.793,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: If hp >12 and closest zombie/skeleton 4-7 blocks, bow attack while moving away to kite.","Test: If hp >10 and zombies/skeletons 4-6 blocks, bow attack closest to kite."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01166,persisted,01156,1.0,Self Preservation,Equip stone sword in hand and leather tunic to torso immediately upon pickup.,Equip stone sword in hand and leather tunic to torso immediately upon pickup.
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01167,persisted,01157,1.0,Self Preservation,Melee attack closest zombie or skeleton if <=4.5 blocks.,Melee attack closest zombie or skeleton if <=4.5 blocks.
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01168,persisted,01158,1.0,Self Preservation,"Bow attack closest zombie or skeleton if arrows >3, no zombies/skeletons <=3.5 blocks, and closest <=8 blocks.","Bow attack closest zombie or skeleton if arrows >3, no zombies/skeletons <=3.5 blocks, and closest <=8 blocks."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01169,persisted,01159,1.0,Self Preservation,"Eat bread until full if health <12 or just took damage, and all zombies/skeletons >5 blocks.","Eat bread until full if health <12 or just took damage, and all zombies/skeletons >5 blocks."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01170,persisted,01160,1.0,Communication|Self Preservation,"If health <10 and teammates alive, message ""HP low!"" to teammates.","If health <10 and teammates alive, message ""HP low!"" to teammates."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01171,persisted,01161,1.0,Communication,"If teammate messages ""HP low!"", melee closest zombie or skeleton to protect.","If teammate messages ""HP low!"", melee closest zombie or skeleton to protect."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01172,persisted,01162,1.0,Communication|Self Preservation,"If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"" to teammates, attack that ID.","If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"" to teammates, attack that ID."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01173,persisted,01163,1.0,Mutualism,"If receive ""Focus [ID]"", attack that ID if in melee or bow range.","If receive ""Focus [ID]"", attack that ID if in melee or bow range."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01174,mutated,01164,0.969,Spatial Coordination & Architecture|Self Preservation,"After killing wave and hp >10, move_to_coordinate x=0 z=0 to center and regroup.","Test: After killing wave and hp >10, move_to_coordinate x=0 z=0 to center and regroup."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,01175,persisted,01165,1.0,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: If hp >12 and closest zombie/skeleton 4-7 blocks, bow attack while moving away to kite.","Test: If hp >12 and closest zombie/skeleton 4-7 blocks, bow attack while moving away to kite."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01176,persisted,01166,1.0,Self Preservation,Equip stone sword in hand and leather tunic to torso immediately upon pickup.,Equip stone sword in hand and leather tunic to torso immediately upon pickup.
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01177,persisted,01167,1.0,Self Preservation,Melee attack closest zombie or skeleton if <=4.5 blocks.,Melee attack closest zombie or skeleton if <=4.5 blocks.
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01178,persisted,01168,1.0,Self Preservation,"Bow attack closest zombie or skeleton if arrows >3, no zombies/skeletons <=3.5 blocks, and closest <=8 blocks.","Bow attack closest zombie or skeleton if arrows >3, no zombies/skeletons <=3.5 blocks, and closest <=8 blocks."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01179,persisted,01169,1.0,Self Preservation,"Eat bread until full if health <12 or just took damage, and all zombies/skeletons >5 blocks.","Eat bread until full if health <12 or just took damage, and all zombies/skeletons >5 blocks."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01180,persisted,01170,1.0,Communication|Self Preservation,"If health <10 and teammates alive, message ""HP low!"" to teammates.","If health <10 and teammates alive, message ""HP low!"" to teammates."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01181,became more specific,01171,0.667,Communication|Mutualism,"If teammate messages ""HP low!"", attack closest zombie or skeleton (melee if <=4.5 blocks, bow otherwise if in range).","If teammate messages ""HP low!"", melee closest zombie or skeleton to protect."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01182,became more specific,01172,0.694,Communication|Mutualism|Self Preservation,"If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"" to teammates and attack that ID; if receive ""Focus [ID]"", prioritize attacking that ID in melee or bow range.","If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"" to teammates, attack that ID."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01183,persisted,01175,1.0,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: If hp >12 and closest zombie/skeleton 4-7 blocks, bow attack while moving away to kite.","Test: If hp >12 and closest zombie/skeleton 4-7 blocks, bow attack while moving away to kite."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01184,new,,,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,"Test: If arrows >10 and teammate ""HP low!"", bow mobs 4-8 blocks to cover them from range.",
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,01185,new,,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: After no mobs <8 blocks and hp >12, hold position to test if staying spread improves vs grouping.",
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,,disappeared,01173,,Mutualism,,"If receive ""Focus [ID]"", attack that ID if in melee or bow range."
17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,,disappeared,01174,,Spatial Coordination & Architecture|Self Preservation,,"After killing wave and hp >10, move_to_coordinate x=0 z=0 to center and regroup."
18 Real Run 7 - Kimi k26,generationLine1,2,01186,new,,,Spatial Coordination & Architecture|Self Preservation,Equip every piece of armor in your inventory the instant you spawn.,
18 Real Run 7 - Kimi k26,generationLine1,2,01189,new,,,Self Preservation,Eat bread until full immediately after clearing a wave if your health is below 12; do not idle between waves while injured.,
18 Real Run 7 - Kimi k26,generationLine1,2,01190,new,,,Spatial Coordination & Architecture|Self Preservation,"Try moving 10-15 blocks away from a swarm when your health drops below 6, eat bread at a safe distance, and re-engage with the bow instead of fighting to the death in melee.",
18 Real Run 7 - Kimi k26,generationLine1,2,01191,new,,,Self Preservation,"If another agent is nearby, try keeping 5-8 blocks of space between you so hostiles split their attention; if the other agent dies, finish your current target and heal immediately because all nearby aggro will shift to you.",
18 Real Run 7 - Kimi k26,generationLine1,3,01192,mutated,01186,0.66,Spatial Coordination & Architecture|Self Preservation,Equip all armor the instant you spawn.,Equip every piece of armor in your inventory the instant you spawn.
18 Real Run 7 - Kimi k26,generationLine1,3,01194,became more specific,01189,0.597,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test eating bread immediately after any wave where you lost health, even if your health is above 12, provided no hostiles are within 5 blocks. Never idle between waves with missing health.",Eat bread until full immediately after clearing a wave if your health is below 12; do not idle between waves while injured.
18 Real Run 7 - Kimi k26,generationLine1,3,01195,new,,,Spatial Coordination & Architecture|Self Preservation,"Try retreating earlier: when health drops below 10, move 10-15 blocks away and eat bread during the retreat. Re-engage only after health is back above 12.",
18 Real Run 7 - Kimi k26,generationLine1,3,01196,new,,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test sword-primary tactics: keep the stone sword equipped unless you are at full health and every visible hostile is beyond 10 blocks. If hostiles close to within 6 blocks while you hold the bow, switch back to sword immediately.",
18 Real Run 7 - Kimi k26,generationLine1,3,01197,new,,,Spatial Coordination & Architecture|Self Preservation,"If another agent is nearby, stay 5-8 blocks apart so mobs split attention. If that agent dies, stop attacking and retreat at once; all nearby aggro will shift to you.",
18 Real Run 7 - Kimi k26,generationLine1,3,01198,new,,,Spatial Coordination & Architecture|Self Preservation,"When health falls below 4, issue eat_bread_until_full and move_to_coordinate together if you retreat; moving alone is often fatal at critical health.",
18 Real Run 7 - Kimi k26,generationLine1,3,,disappeared,01190,,Spatial Coordination & Architecture|Self Preservation,,"Try moving 10-15 blocks away from a swarm when your health drops below 6, eat bread at a safe distance, and re-engage with the bow instead of fighting to the death in melee."
18 Real Run 7 - Kimi k26,generationLine1,3,,disappeared,01191,,Self Preservation,,"If another agent is nearby, try keeping 5-8 blocks of space between you so hostiles split their attention; if the other agent dies, finish your current target and heal immediately because all nearby aggro will shift to you."
18 Real Run 7 - Kimi k26,generationLine1,4,01199,mutated,01192,0.779,Spatial Coordination & Architecture|Self Preservation,Equip all armor and your stone sword the instant you spawn.,Equip all armor the instant you spawn.
18 Real Run 7 - Kimi k26,generationLine1,4,01200,new,,,Self Preservation,"Attack the closest hostile first, but if a teammate is already attacking it and another hostile is nearby, switch to the unengaged hostile so mobs split damage.",
18 Real Run 7 - Kimi k26,generationLine1,4,01201,became less specific,01194,0.625,Self Preservation,"Eat bread until full after any wave where you lost health, provided no hostiles are within 5 blocks. Do not eat if you are already full.","Test eating bread immediately after any wave where you lost health, even if your health is above 12, provided no hostiles are within 5 blocks. Never idle between waves with missing health."
18 Real Run 7 - Kimi k26,generationLine1,4,01202,new,,,Spatial Coordination & Architecture|Self Preservation,"When health drops below 10, retreat directly away from the nearest hostile while eating bread. Keep moving until health is above 12; avoid retreating to fixed map corners. Re-engage only after recovering.",
18 Real Run 7 - Kimi k26,generationLine1,4,01203,new,,,Self Preservation,"Keep your bow equipped only when every visible hostile is beyond 10 blocks and you are at full health. If any hostile closes to within 6 blocks while you hold the bow, switch to the sword immediately.",
18 Real Run 7 - Kimi k26,generationLine1,4,01204,mutated,01197,0.602,Communication|Spatial Coordination & Architecture|Self Preservation,"If another agent is nearby, stay 5-8 blocks apart. Send one short message saying which hostile you are attacking so your teammate can pick a different target. If that agent dies, stop fighting and retreat at once.","If another agent is nearby, stay 5-8 blocks apart so mobs split attention. If that agent dies, stop attacking and retreat at once; all nearby aggro will shift to you."
18 Real Run 7 - Kimi k26,generationLine1,4,01205,new,,,Spatial Coordination & Architecture|Self Preservation,"When health falls below 5, stop attacking. Issue move_to_coordinate away from hostiles and eat_bread_until_full together, and repeat both until health is above 10 or hostiles stop following. Never idle at critical health.",
18 Real Run 7 - Kimi k26,generationLine1,4,01206,new,,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test holding your ground when a hostile is within 3 blocks: kill the immediate attacker before you move or turn away, unless your health drops below 6 and you must retreat.",
18 Real Run 7 - Kimi k26,generationLine1,4,01207,new,,,Cultural Scientific Method - Testing & Meta-Gaming,"Test retreating sideways, perpendicular to the nearest hostile, when two or more hostiles are within 8 blocks instead of backing straight away.",
18 Real Run 7 - Kimi k26,generationLine1,4,,disappeared,01195,,Spatial Coordination & Architecture|Self Preservation,,"Try retreating earlier: when health drops below 10, move 10-15 blocks away and eat bread during the retreat. Re-engage only after health is back above 12."
18 Real Run 7 - Kimi k26,generationLine1,4,,disappeared,01196,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,"Test sword-primary tactics: keep the stone sword equipped unless you are at full health and every visible hostile is beyond 10 blocks. If hostiles close to within 6 blocks while you hold the bow, switch back to sword immediately."
18 Real Run 7 - Kimi k26,generationLine1,4,,disappeared,01198,,Spatial Coordination & Architecture|Self Preservation,,"When health falls below 4, issue eat_bread_until_full and move_to_coordinate together if you retreat; moving alone is often fatal at critical health."
18 Real Run 7 - Kimi k26,generationLine1,5,01208,mutated,01199,0.733,Spatial Coordination & Architecture|Self Preservation,Equip your leather tunic and stone sword the instant you spawn.,Equip all armor and your stone sword the instant you spawn.
18 Real Run 7 - Kimi k26,generationLine1,5,01209,new,,,Communication|Self Preservation,"Send one short message naming the hostile you are attacking before you strike. If your teammate already has that target, switch to the nearest unengaged hostile so mobs split their damage.",
18 Real Run 7 - Kimi k26,generationLine1,5,01210,mutated,01201,0.758,Self Preservation,"After any fight where you lost health, eat bread until full as soon as no hostiles are within 5 blocks. Do not eat if you are already full.","Eat bread until full after any wave where you lost health, provided no hostiles are within 5 blocks. Do not eat if you are already full."
18 Real Run 7 - Kimi k26,generationLine1,5,01211,new,,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Use the custom action `retreat_while_eating`: move toward open x,z coordinates while eating bread until hunger is full or bread runs out. Trigger it whenever your health drops below 10 and repeat until health is above 12 and hostiles have lost interest. Avoid fixed map corners and never idle while critical.",
18 Real Run 7 - Kimi k26,generationLine1,5,01212,new,,,Self Preservation,"If your teammate dies, disengage immediately and use `retreat_while_eating` to relocate to a safe area.",
18 Real Run 7 - Kimi k26,generationLine1,5,01213,new,,,Self Preservation,"When two or more hostiles are within 8 blocks, move perpendicular to the nearest threat instead of backing straight away. Only stand still to kill an attacker if it blocks your only escape path.",
18 Real Run 7 - Kimi k26,generationLine1,5,01214,new,,,Communication|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Test sending one brief message when you begin retreating that states your health and direction so your teammate can avoid the same cluster.,
18 Real Run 7 - Kimi k26,generationLine1,5,01215,new,,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Test retreating diagonally away from the densest group of hostiles instead of straight backward when three or more are within 6 blocks and your health is above 10.,
18 Real Run 7 - Kimi k26,generationLine1,5,,disappeared,01200,,Self Preservation,,"Attack the closest hostile first, but if a teammate is already attacking it and another hostile is nearby, switch to the unengaged hostile so mobs split damage."
18 Real Run 7 - Kimi k26,generationLine1,5,,disappeared,01202,,Spatial Coordination & Architecture|Self Preservation,,"When health drops below 10, retreat directly away from the nearest hostile while eating bread. Keep moving until health is above 12; avoid retreating to fixed map corners. Re-engage only after recovering."
18 Real Run 7 - Kimi k26,generationLine1,5,,disappeared,01203,,Self Preservation,,"Keep your bow equipped only when every visible hostile is beyond 10 blocks and you are at full health. If any hostile closes to within 6 blocks while you hold the bow, switch to the sword immediately."
18 Real Run 7 - Kimi k26,generationLine1,5,,disappeared,01204,,Communication|Spatial Coordination & Architecture|Self Preservation,,"If another agent is nearby, stay 5-8 blocks apart. Send one short message saying which hostile you are attacking so your teammate can pick a different target. If that agent dies, stop fighting and retreat at once."
18 Real Run 7 - Kimi k26,generationLine1,5,,disappeared,01205,,Spatial Coordination & Architecture|Self Preservation,,"When health falls below 5, stop attacking. Issue move_to_coordinate away from hostiles and eat_bread_until_full together, and repeat both until health is above 10 or hostiles stop following. Never idle at critical health."
18 Real Run 7 - Kimi k26,generationLine1,5,,disappeared,01206,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,"Test holding your ground when a hostile is within 3 blocks: kill the immediate attacker before you move or turn away, unless your health drops below 6 and you must retreat."
18 Real Run 7 - Kimi k26,generationLine1,5,,disappeared,01207,,Cultural Scientific Method - Testing & Meta-Gaming,,"Test retreating sideways, perpendicular to the nearest hostile, when two or more hostiles are within 8 blocks instead of backing straight away."
19 Real Run 8 - prompt adjustments,generationLine1,2,01217,new,,,Self Preservation,"On threats <5 blocks: bow attack closest zombie first if arrows available, then melee the nearest; target one at a time to avoid spread damage.",
19 Real Run 8 - prompt adjustments,generationLine1,2,01218,new,,,Self Preservation,Eat bread until full if health drops below 10; prioritize healing before engaging new waves.,
19 Real Run 8 - prompt adjustments,generationLine1,2,01219,new,,,Communication|Self Preservation,"Send concise messages only for threats (e.g., ""Zombies X,Y at D blocks""), low health (<10), or target assignments (e.g., ""I take 23, you take 24""); receivers: teammate.",
19 Real Run 8 - prompt adjustments,generationLine1,2,01220,new,,,Communication,"Stay within 5 blocks of teammate; after clearing wave, send ""Clear, monitoring"" and do nothing unless new threats.",
19 Real Run 8 - prompt adjustments,generationLine1,2,01221,new,,,Communication|Mutualism,"Divide labor: nearest agent attacks closest zombie, communicate targets to coordinate (e.g., ""You 23, I 22"").",
19 Real Run 8 - prompt adjustments,generationLine1,2,01222,new,,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"When safe (no threats <10 blocks, health >10), test kiting: melee attack then move_to_coordinate 3 blocks away from enemy group before re-engaging.",
19 Real Run 8 - prompt adjustments,generationLine1,2,01223,new,,,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Experiment: If teammate health low via message, move_to their position to tank aggro while they heal.",
19 Real Run 8 - prompt adjustments,generationLine1,2,01224,new,,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"When idle post-wave, test bow-only on distant spawns (>5 blocks) to conserve melee health.",
19 Real Run 8 - prompt adjustments,generationLine1,3,01226,new,,,Self Preservation,"Threats <5 blocks: melee nearest first, one at a time; bow only >5 blocks away or on skeletons.",
19 Real Run 8 - prompt adjustments,generationLine1,3,01227,new,,,Self Preservation,Health <10: eat bread until full as your only action that turn; heal before fighting.,
19 Real Run 8 - prompt adjustments,generationLine1,3,01228,became less specific,01219,0.851,Communication|Self Preservation,"Send concise messages for threats (""Zombies X,Y at D blocks""), low health, or targets (""I take X, you Y""); receivers: teammate.","Send concise messages only for threats (e.g., ""Zombies X,Y at D blocks""), low health (<10), or target assignments (e.g., ""I take 23, you take 24""); receivers: teammate."
19 Real Run 8 - prompt adjustments,generationLine1,3,01229,became less specific,01221,0.771,Communication|Mutualism,"Divide labor: nearest attacks closest, announce targets to coordinate.","Divide labor: nearest agent attacks closest zombie, communicate targets to coordinate (e.g., ""You 23, I 22"")."
19 Real Run 8 - prompt adjustments,generationLine1,3,01230,new,,,Communication,"After wave clear, send ""Clear, monitoring"" and scan for new threats; loosely stay near teammate.",
19 Real Run 8 - prompt adjustments,generationLine1,3,01231,became less specific,01222,0.655,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"When safe (health >10, no threats <10 blocks), test kiting: melee hit then move_to 3 blocks back.","When safe (no threats <10 blocks, health >10), test kiting: melee attack then move_to_coordinate 3 blocks away from enemy group before re-engaging."
19 Real Run 8 - prompt adjustments,generationLine1,3,01232,mutated,01223,0.602,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test teammate support: on low health message from teammate, move_to their position to tank.","Experiment: If teammate health low via message, move_to their position to tank aggro while they heal."
19 Real Run 8 - prompt adjustments,generationLine1,3,01233,new,,,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,"Experiment: Assign roles post-equip (""I tank melee, you bow range""); try on next wave >2 mobs.",
19 Real Run 8 - prompt adjustments,generationLine1,3,01234,new,,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,Experiment: Test spread spacing 6-8 blocks apart when idle to intercept spawns from sides.,
19 Real Run 8 - prompt adjustments,generationLine1,3,,disappeared,01217,,Self Preservation,,"On threats <5 blocks: bow attack closest zombie first if arrows available, then melee the nearest; target one at a time to avoid spread damage."
19 Real Run 8 - prompt adjustments,generationLine1,3,,disappeared,01218,,Self Preservation,,Eat bread until full if health drops below 10; prioritize healing before engaging new waves.
19 Real Run 8 - prompt adjustments,generationLine1,3,,disappeared,01220,,Communication,,"Stay within 5 blocks of teammate; after clearing wave, send ""Clear, monitoring"" and do nothing unless new threats."
19 Real Run 8 - prompt adjustments,generationLine1,3,,disappeared,01224,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,"When idle post-wave, test bow-only on distant spawns (>5 blocks) to conserve melee health."
19 Real Run 8 - prompt adjustments,generationLine1,4,01236,mutated,01226,0.897,Self Preservation,"Threats <5 blocks: melee nearest first, one at a time, prioritize skeletons; bow only >5 blocks away or on skeletons.","Threats <5 blocks: melee nearest first, one at a time; bow only >5 blocks away or on skeletons."
19 Real Run 8 - prompt adjustments,generationLine1,4,01237,mutated,01227,0.813,Self Preservation,Health <10: eat bread until full as your only action; no fighting or moving.,Health <10: eat bread until full as your only action that turn; heal before fighting.
19 Real Run 8 - prompt adjustments,generationLine1,4,01238,mutated,01228,0.954,Communication|Self Preservation,"Send concise messages for threats (""Zombies X,Y at D blocks""), low health (""Health <10""), or targets (""I take X, you Y""); receivers: teammate.","Send concise messages for threats (""Zombies X,Y at D blocks""), low health, or targets (""I take X, you Y""); receivers: teammate."
19 Real Run 8 - prompt adjustments,generationLine1,4,01239,became more specific,01229,0.644,Communication|Altruism|Mutualism|Self Preservation,"Divide labor: nearest attacks closest threat, announce targets to coordinate; respond to teammate low health by moving to their position to tank.","Divide labor: nearest attacks closest, announce targets to coordinate."
19 Real Run 8 - prompt adjustments,generationLine1,4,01240,mutated,01230,0.902,Communication,"After wave clear, send ""Clear, monitoring"" and scan; loosely stay near teammate.","After wave clear, send ""Clear, monitoring"" and scan for new threats; loosely stay near teammate."
19 Real Run 8 - prompt adjustments,generationLine1,4,01241,became more specific,01231,0.634,Self Preservation,"When safe (health >10, no threats <10 blocks), spread to 6-8 blocks apart when idle to cover spawns.","When safe (health >10, no threats <10 blocks), test kiting: melee hit then move_to 3 blocks back."
19 Real Run 8 - prompt adjustments,generationLine1,4,01242,new,,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test kiting safely: after melee hit on threat >3 blocks, move_to 3 blocks back to draw more.",
19 Real Run 8 - prompt adjustments,generationLine1,4,,disappeared,01232,,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,"Test teammate support: on low health message from teammate, move_to their position to tank."
19 Real Run 8 - prompt adjustments,generationLine1,4,,disappeared,01233,,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,,"Experiment: Assign roles post-equip (""I tank melee, you bow range""); try on next wave >2 mobs."
19 Real Run 8 - prompt adjustments,generationLine1,4,,disappeared,01234,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,,Experiment: Test spread spacing 6-8 blocks apart when idle to intercept spawns from sides.
19 Real Run 8 - prompt adjustments,generationLine1,5,01244,mutated,01237,0.965,Self Preservation,Health <10: eat bread until full as only action; no fighting or moving.,Health <10: eat bread until full as your only action; no fighting or moving.
19 Real Run 8 - prompt adjustments,generationLine1,5,01246,new,,,Self Preservation,Threats >5 blocks: bow attack them or skeletons.,
19 Real Run 8 - prompt adjustments,generationLine1,5,01247,mutated,01238,0.635,Communication|Self Preservation,"Send concise messages only for new threats (""Zombies X,Y at D""), ""Health low"", ""Clear pos x:z"".","Send concise messages for threats (""Zombies X,Y at D blocks""), low health (""Health <10""), or targets (""I take X, you Y""); receivers: teammate."
19 Real Run 8 - prompt adjustments,generationLine1,5,01248,new,,,Mutualism|Self Preservation,"On teammate ""Health low"": move_to their last position to tank threats.",
19 Real Run 8 - prompt adjustments,generationLine1,5,01249,new,,,Communication|Spatial Coordination & Architecture|Self Preservation,"After clear, send ""Clear pos x:z""; loosely stay 8-12 blocks apart when safe to cover more area.",
19 Real Run 8 - prompt adjustments,generationLine1,5,01250,new,,,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,"Test roles after equip: send ""I tank melee, you bow?"" or ""I bow support, you tank?""; adapt and confirm.",
19 Real Run 8 - prompt adjustments,generationLine1,5,01251,mutated,01242,0.594,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Test kiting close threats: melee hit then move_to 4 blocks back if health >12 and no other close threats.,"Test kiting safely: after melee hit on threat >3 blocks, move_to 3 blocks back to draw more."
19 Real Run 8 - prompt adjustments,generationLine1,5,,disappeared,01236,,Self Preservation,,"Threats <5 blocks: melee nearest first, one at a time, prioritize skeletons; bow only >5 blocks away or on skeletons."
